odb8_level	odb8_og_id	protein_id	odb8_prot_id	organism	uniprot_description
6854:Arachnida	EOG8TQPX0	ISCW008165-PA	6945:001a5b	Ixodes scapularis	
6854:Arachnida	EOG8TQPX1	CUFF.10220.1_Ste	407821:0060f3	Stegodyphus mimosarum	
6854:Arachnida	EOG8TQPX1	ISCW005937-PA	6945:001328	Ixodes scapularis	
6854:Arachnida	EOG8TQPX2	815069.p	34638:00352e	Metaseiulus occidentalis	
6854:Arachnida	EOG8TQPX2	ISCW023350-PA	6945:004a5d	Ixodes scapularis	
6854:Arachnida	EOG8TQPX3	tetur01g06680.1	32264:000281	Tetranychus urticae	
6854:Arachnida	EOG8TQPX3	CUFF.38337.1_Ste	407821:004576	Stegodyphus mimosarum	
6854:Arachnida	EOG8TQPX4	CUFF.82160.1_Ste	407821:00063d	Stegodyphus mimosarum	
6854:Arachnida	EOG8TQPX4	ISCW021820-PA	6945:0045a5	Ixodes scapularis	
6854:Arachnida	EOG8TTK41	tetur02g12280.1	32264:000ae9	Tetranychus urticae	
6854:Arachnida	EOG8TTK41	tetur16g02550.1	32264:002eef	Tetranychus urticae	
6854:Arachnida	EOG8TTK41	1152805.p	34638:002fec	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK41	CUFF.15066.1_Ste	407821:004399	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK41	ISCW015199-PA	6945:003107	Ixodes scapularis	
6854:Arachnida	EOG8TTK42	tetur13g01750.1	32264:002987	Tetranychus urticae	
6854:Arachnida	EOG8TTK42	1144614.p	34638:00071f	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK42	CUFF.30765.1_Ste	407821:004942	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK42	ISCW022311-PA	6945:004732	Ixodes scapularis	
6854:Arachnida	EOG8TTK43	1154299.p	34638:0033a4	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK43	CUFF.46530.2_Ste	407821:006780	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK43	ISCW018893-PA	6945:003c87	Ixodes scapularis	
6854:Arachnida	EOG8TTK44	tetur06g02530.1	32264:0017d5	Tetranychus urticae	
6854:Arachnida	EOG8TTK44	1143007.p	34638:000219	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK44	CUFF.43756.1_Ste	407821:003f80	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK45	tetur04g00940.1	32264:001015	Tetranychus urticae	
6854:Arachnida	EOG8TTK45	1152478.p	34638:002ce8	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK45	CUFF.73430.1_Ste	407821:00270f	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK45	CUFF.39955.1_Ste	407821:00484c	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK45	ISCW015848-PA	6945:003318	Ixodes scapularis	
6854:Arachnida	EOG8TTK45	ISCW020935-PA	6945:0042ec	Ixodes scapularis	
6854:Arachnida	EOG8TTK46	tetur23g00710.1	32264:0037ed	Tetranychus urticae	
6854:Arachnida	EOG8TTK46	1122705.p	34638:0002e7	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK46	CUFF.38530.1_Ste	407821:004489	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK46	ISCW007691-PA	6945:0018d0	Ixodes scapularis	
6854:Arachnida	EOG8TTK47	tetur03g01400.1	32264:000c8d	Tetranychus urticae	
6854:Arachnida	EOG8TTK47	1009435.p	34638:001667	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK47	1009434.p	34638:001668	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK47	CUFF.52845.1_Ste	407821:003314	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK47	ISCW017000-PA	6945:00369d	Ixodes scapularis	
6854:Arachnida	EOG8TTK48	tetur23g02070.1	32264:003874	Tetranychus urticae	
6854:Arachnida	EOG8TTK48	CUFF.35950.1_Ste	407821:0053a3	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK48	ISCW021265-PA	6945:0043e9	Ixodes scapularis	
6854:Arachnida	EOG8TTK49	tetur06g04860.1	32264:0018ad	Tetranychus urticae	
6854:Arachnida	EOG8TTK49	1155672.p	34638:0036d7	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK49	CUFF.13368.1_Ste	407821:00395d	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK49	ISCW013802-PA	6945:002c95	Ixodes scapularis	
6854:Arachnida	EOG8TTK4B	tetur08g02370.1	32264:001d42	Tetranychus urticae	
6854:Arachnida	EOG8TTK4B	952675.p	34638:000b37	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4B	CUFF.3735.1_Ste	407821:003326	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4B	ISCW021926-PA	6945:0045f7	Ixodes scapularis	
6854:Arachnida	EOG8TTK4C	tetur01g14610.1	32264:00057f	Tetranychus urticae	
6854:Arachnida	EOG8TTK4C	1117926.p	34638:001639	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4C	CUFF.20110.1_Ste	407821:0015f8	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4C	ISCW009979-PA	6945:002038	Ixodes scapularis	
6854:Arachnida	EOG8TTK4D	tetur02g06900.1	32264:0008e6	Tetranychus urticae	
6854:Arachnida	EOG8TTK4D	tetur02g10860.1	32264:000a5e	Tetranychus urticae	
6854:Arachnida	EOG8TTK4D	962778.p	34638:003903	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4D	CUFF.37592.2_Ste	407821:006869	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4D	ISCW019794-PA	6945:003f69	Ixodes scapularis	
6854:Arachnida	EOG8TTK4F	tetur02g02700.1	32264:000755	Tetranychus urticae	
6854:Arachnida	EOG8TTK4F	tetur02g02710.1	32264:000756	Tetranychus urticae	
6854:Arachnida	EOG8TTK4F	tetur155g00040.1	32264:002c50	Tetranychus urticae	
6854:Arachnida	EOG8TTK4F	tetur22g00130.1	32264:00369b	Tetranychus urticae	
6854:Arachnida	EOG8TTK4F	tetur32g00730.1	32264:004087	Tetranychus urticae	
6854:Arachnida	EOG8TTK4F	tetur32g00740.1	32264:004088	Tetranychus urticae	
6854:Arachnida	EOG8TTK4F	1158004.p	34638:004704	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4F	CUFF.3406.1_Ste	407821:003c7f	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4F	ISCW022025-PA	6945:00464e	Ixodes scapularis	
6854:Arachnida	EOG8TTK4G	tetur06g01520.1	32264:00177a	Tetranychus urticae	
6854:Arachnida	EOG8TTK4G	1151500.p	34638:0027d4	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4G	CUFF.72922.1_Ste	407821:0030a4	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4G	ISCW010229-PA	6945:00210c	Ixodes scapularis	
6854:Arachnida	EOG8TTK4H	tetur05g08490.1	32264:00168f	Tetranychus urticae	
6854:Arachnida	EOG8TTK4H	1152904.p	34638:002efd	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4H	ISCW011903-PA	6945:00267f	Ixodes scapularis	
6854:Arachnida	EOG8TTK4J	tetur02g00160.1	32264:000666	Tetranychus urticae	
6854:Arachnida	EOG8TTK4J	1148158.p	34638:001695	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4J	CUFF.67874.1_Ste	407821:006027	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4J	ISCW006276-PA	6945:001448	Ixodes scapularis	
6854:Arachnida	EOG8TTK4K	tetur01g12850.1	32264:0004d4	Tetranychus urticae	
6854:Arachnida	EOG8TTK4K	792400.p	34638:00340c	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4K	CUFF.37021.1_Ste	407821:0050c4	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4K	ISCW017363-PA	6945:0037c6	Ixodes scapularis	
6854:Arachnida	EOG8TTK4M	952111.p	34638:001390	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4M	CUFF.26165.3_Ste	407821:0036a5	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4M	ISCW017748-PA	6945:0038f9	Ixodes scapularis	
6854:Arachnida	EOG8TTK4N	tetur01g10690.1	32264:000405	Tetranychus urticae	
6854:Arachnida	EOG8TTK4N	1154140.p	34638:00362b	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4N	CUFF.60154.1_Ste	407821:0029be	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4N	ISCW022399-PA	6945:004775	Ixodes scapularis	
6854:Arachnida	EOG8TTK4P	773474.p	34638:00353f	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4P	CUFF.38195.1_Ste	407821:001bdb	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4P	ISCW017508-PA	6945:003837	Ixodes scapularis	Serine/threonine-protein phosphatase (3.1.3.16)
6854:Arachnida	EOG8TTK4Q	tetur13g01930.1	32264:002995	Tetranychus urticae	
6854:Arachnida	EOG8TTK4Q	CUFF.48685.1_Ste	407821:005832	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4R	1145044.p	34638:000698	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	1151853.p	34638:0007e8	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	1153366.p	34638:0018dc	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	1149009.p	34638:001976	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	1154876.p	34638:001a1e	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	1152672.p	34638:002ab1	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	1153735.p	34638:002e9c	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4R	gene.g74092.t1.1_Ste	407821:005380	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4R	gene.g10970.t1.1_Ste	407821:005f9d	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4S	tetur06g00430.1	32264:001710	Tetranychus urticae	
6854:Arachnida	EOG8TTK4S	CUFF.58970.1_Ste	407821:001dbc	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4T	1158638.p	34638:004822	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4T	ISCW002999-PA	6945:0009a9	Ixodes scapularis	
6854:Arachnida	EOG8TTK4V	CUFF.21795.1_Ste	407821:000e71	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4V	ISCW019146-PA	6945:003d58	Ixodes scapularis	
6854:Arachnida	EOG8TTK4W	1152953.p	34638:002f2f	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK4W	CUFF.45963.2_Ste	407821:000ac0	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4X	CUFF.11487.1_Ste	407821:001cf1	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4X	CUFF.37484.1_Ste	407821:002085	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4X	ISCW024679-PA	6945:004efd	Ixodes scapularis	
6854:Arachnida	EOG8TTK4Z	CUFF.79590.1_Ste	407821:001263	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK4Z	ISCW020473-PA	6945:00417b	Ixodes scapularis	
6854:Arachnida	EOG8TTK50	1009779.p	34638:002a21	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK50	ISCW006008-PA	6945:001367	Ixodes scapularis	
6854:Arachnida	EOG8TTK50	ISCW014396-PA	6945:002e6f	Ixodes scapularis	
6854:Arachnida	EOG8TTK51	1146013.p	34638:000c2a	Metaseiulus occidentalis	
6854:Arachnida	EOG8TTK51	CUFF.28370.1_Ste	407821:00657b	Stegodyphus mimosarum	
6854:Arachnida	EOG8TTK51	ISCW011195-PA	6945:00243a	Ixodes scapularis	
6854:Arachnida	EOG8TXFBZ	tetur10g02320.1	32264:002316	Tetranychus urticae	
6854:Arachnida	EOG8TXFBZ	1158662.p	34638:00483b	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFBZ	CUFF.24501.1_Ste	407821:003451	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFBZ	CUFF.24494.1_Ste	407821:003f58	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFBZ	ISCW023346-PA	6945:004a5a	Ixodes scapularis	
6854:Arachnida	EOG8TXFC0	tetur18g02920.1	32264:003233	Tetranychus urticae	
6854:Arachnida	EOG8TXFC0	1149185.p	34638:001b2d	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC0	CUFF.40984.1_Ste	407821:006064	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC0	ISCW023285-PA	6945:004a31	Ixodes scapularis	
6854:Arachnida	EOG8TXFC1	tetur20g01920.1	32264:0034b0	Tetranychus urticae	
6854:Arachnida	EOG8TXFC1	839128.p	34638:00337a	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC1	839124.p	34638:00337b	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC1	CUFF.20289.1_Ste	407821:000b90	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC1	ISCW011431-PA	6945:0024fa	Ixodes scapularis	
6854:Arachnida	EOG8TXFC2	tetur10g03230.1	32264:002370	Tetranychus urticae	Dihydrolipoyl dehydrogenase (1.8.1.4)
6854:Arachnida	EOG8TXFC2	816059.p	34638:0020d2	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC2	CUFF.77859.1_Ste	407821:001786	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC2	ISCW016077-PA	6945:0033d8	Ixodes scapularis	Dihydrolipoyl dehydrogenase (1.8.1.4)
6854:Arachnida	EOG8TXFC3	tetur20g00280.1	32264:00340f	Tetranychus urticae	
6854:Arachnida	EOG8TXFC3	1147593.p	34638:0012ed	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC3	CUFF.63557.1_Ste	407821:0059f5	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC3	ISCW013392-PA	6945:002b43	Ixodes scapularis	
6854:Arachnida	EOG8TXFC4	tetur08g01130.1	32264:001cd1	Tetranychus urticae	
6854:Arachnida	EOG8TXFC4	1152982.p	34638:002f4d	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC4	CUFF.1095.1_Ste	407821:0003b1	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC4	ISCW016155-PA	6945:003414	Ixodes scapularis	
6854:Arachnida	EOG8TXFC5	tetur06g00940.1	32264:001743	Tetranychus urticae	
6854:Arachnida	EOG8TXFC5	1158680.p	34638:00484d	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC5	CUFF.5814.1_Ste	407821:0042ef	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC5	ISCW022639-PA	6945:00482f	Ixodes scapularis	
6854:Arachnida	EOG8TXFC6	tetur02g05280.1	32264:00084f	Tetranychus urticae	Protein Wnt
6854:Arachnida	EOG8TXFC6	1150846.p	34638:00247f	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC6	CUFF.4471.1_Ste	407821:0024f1	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC6	ISCW020393-PA	6945:00413f	Ixodes scapularis	Protein Wnt
6854:Arachnida	EOG8TXFC7	tetur01g02220.1	32264:0000d6	Tetranychus urticae	
6854:Arachnida	EOG8TXFC7	1147750.p	34638:00141d	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC7	CUFF.64691.1_Ste	407821:00536d	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC7	ISCW007913-PA	6945:00198a	Ixodes scapularis	
6854:Arachnida	EOG8TXFC8	tetur35g00730.1	32264:00428d	Tetranychus urticae	
6854:Arachnida	EOG8TXFC8	1147146.p	34638:0010fa	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC8	CUFF.28658.1_Ste	407821:00206d	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC8	ISCW016921-PA	6945:003662	Ixodes scapularis	
6854:Arachnida	EOG8TXFC9	tetur37g00860.1	32264:0043c2	Tetranychus urticae	
6854:Arachnida	EOG8TXFC9	1147392.p	34638:0013cb	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC9	1147397.p	34638:0013d0	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFC9	CUFF.47529.2_Ste	407821:004b89	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFC9	ISCW007284-PA	6945:001777	Ixodes scapularis	
6854:Arachnida	EOG8TXFCB	tetur11g00060.1	32264:00247a	Tetranychus urticae	
6854:Arachnida	EOG8TXFCB	953747.p	34638:002e0e	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCB	953748.p	34638:002e0f	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCB	CUFF.62117.1_Ste	407821:000f5e	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCB	ISCW007771-PA	6945:001919	Ixodes scapularis	
6854:Arachnida	EOG8TXFCC	tetur31g00130.1	32264:003f7f	Tetranychus urticae	
6854:Arachnida	EOG8TXFCC	CUFF.83167.1_Ste	407821:00190d	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCC	ISCW001196-PA	6945:0003d3	Ixodes scapularis	
6854:Arachnida	EOG8TXFCD	1152640.p	34638:002bff	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCD	CUFF.4582.1_Ste	407821:004dae	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCD	ISCW016511-PA	6945:003536	Ixodes scapularis	
6854:Arachnida	EOG8TXFCF	tetur15g01040.1	32264:002cbf	Tetranychus urticae	
6854:Arachnida	EOG8TXFCF	1154315.p	34638:0033b6	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCF	CUFF.15072.1_Ste	407821:001c4c	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCF	ISCW001518-PA	6945:0004da	Ixodes scapularis	
6854:Arachnida	EOG8TXFCG	tetur19g02550.1	32264:003393	Tetranychus urticae	
6854:Arachnida	EOG8TXFCG	1145048.p	34638:0007da	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCG	CUFF.2353.1_Ste	407821:00281a	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCG	ISCW008669-PA	6945:001c09	Ixodes scapularis	
6854:Arachnida	EOG8TXFCH	tetur07g03460.1	32264:001a9f	Tetranychus urticae	
6854:Arachnida	EOG8TXFCH	957966.p	34638:0025e2	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCH	CUFF.33499.1_Ste	407821:00419e	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCJ	tetur02g00670.1	32264:000695	Tetranychus urticae	
6854:Arachnida	EOG8TXFCJ	998863.p	34638:0000fd	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCJ	CUFF.27634.1_Ste	407821:0017a6	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCJ	ISCW009793-PA	6945:001fa7	Ixodes scapularis	
6854:Arachnida	EOG8TXFCK	tetur38g00660.1	32264:004429	Tetranychus urticae	
6854:Arachnida	EOG8TXFCK	896015.p	34638:002cbe	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCK	CUFF.50897.1_Ste	407821:000027	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCK	CUFF.67390.1_Ste	407821:0034eb	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCK	CUFF.6043.1_Ste	407821:005d31	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCK	ISCW007116-PA	6945:0016f1	Ixodes scapularis	
6854:Arachnida	EOG8TXFCK	ISCW015844-PA	6945:003314	Ixodes scapularis	
6854:Arachnida	EOG8TXFCK	ISCW015845-PA	6945:003315	Ixodes scapularis	
6854:Arachnida	EOG8TXFCK	ISCW015846-PA	6945:003316	Ixodes scapularis	
6854:Arachnida	EOG8TXFCK	ISCW015847-PA	6945:003317	Ixodes scapularis	
6854:Arachnida	EOG8TXFCM	tetur13g03490.1	32264:002a24	Tetranychus urticae	
6854:Arachnida	EOG8TXFCM	CUFF.3100.1_Ste	407821:0040a6	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCM	ISCW019026-PA	6945:003cf9	Ixodes scapularis	
6854:Arachnida	EOG8TXFCN	1156207.p	34638:003ffd	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCN	CUFF.18344.1_Ste	407821:005fa6	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCN	ISCW009134-PA	6945:001d7e	Ixodes scapularis	
6854:Arachnida	EOG8TXFCP	CUFF.6504.1_Ste	407821:003231	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCP	ISCW014183-PA	6945:002dc1	Ixodes scapularis	
6854:Arachnida	EOG8TXFCQ	tetur05g07840.1	32264:00164f	Tetranychus urticae	
6854:Arachnida	EOG8TXFCQ	1118984.p	34638:00086f	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCR	CUFF.66170.1_Ste	407821:0019d5	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCR	ISCW021910-PA	6945:0045e8	Ixodes scapularis	
6854:Arachnida	EOG8TXFCS	1150751.p	34638:002325	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCS	ISCW017364-PA	6945:0037c7	Ixodes scapularis	
6854:Arachnida	EOG8TXFCT	CUFF.71504.1_Ste	407821:00150e	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCT	CUFF.71515.1_Ste	407821:003bfa	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCT	ISCW021782-PA	6945:004585	Ixodes scapularis	
6854:Arachnida	EOG8TXFCV	1151165.p	34638:0024fd	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCV	1151168.p	34638:002500	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCV	CUFF.71189.1_Ste	407821:00081a	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCV	ISCW010857-PA	6945:00231f	Ixodes scapularis	
6854:Arachnida	EOG8TXFCV	ISCW019360-PA	6945:003dff	Ixodes scapularis	
6854:Arachnida	EOG8TXFCV	ISCW019363-PA	6945:003e00	Ixodes scapularis	
6854:Arachnida	EOG8TXFCW	CUFF.22002.1_Ste	407821:004603	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCW	ISCW023490-PA	6945:004ace	Ixodes scapularis	
6854:Arachnida	EOG8TXFCW	ISCW023492-PA	6945:004acf	Ixodes scapularis	
6854:Arachnida	EOG8TXFCW	ISCW023493-PA	6945:004ad0	Ixodes scapularis	
6854:Arachnida	EOG8TXFCW	ISCW023494-PA	6945:004ad1	Ixodes scapularis	
6854:Arachnida	EOG8TXFCX	CUFF.15967.1_Ste	407821:001a41	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCX	gene.g67743.t1.1_Ste	407821:001bfd	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCX	CUFF.75203.1_Ste	407821:004917	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCX	gene.g52609.t1.1_Ste	407821:00627c	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFCX	ISCW024759-PA	6945:004f4d	Ixodes scapularis	
6854:Arachnida	EOG8TXFCZ	1150894.p	34638:0024b0	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCZ	1156228.p	34638:004014	Metaseiulus occidentalis	
6854:Arachnida	EOG8TXFCZ	ISCW017117-PA	6945:0036fd	Ixodes scapularis	
6854:Arachnida	EOG8TXFD0	CUFF.51688.1_Ste	407821:003ae5	Stegodyphus mimosarum	
6854:Arachnida	EOG8TXFD0	ISCW023962-PA	6945:004c46	Ixodes scapularis	
6854:Arachnida	EOG8V19KZ	tetur02g12010.1	32264:000ace	Tetranychus urticae	
6854:Arachnida	EOG8V19KZ	1035132.p	34638:001162	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19KZ	CUFF.60487.1_Ste	407821:000bbd	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19KZ	ISCW022841-PA	6945:0048d4	Ixodes scapularis	
6854:Arachnida	EOG8V19M0	tetur17g02660.1	32264:003083	Tetranychus urticae	Transporter
6854:Arachnida	EOG8V19M0	1147948.p	34638:001579	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19M0	895774.p	34638:001afc	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19M0	CUFF.40452.1_Ste	407821:00678d	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19M0	ISCW010971-PA	6945:00237c	Ixodes scapularis	Transporter
6854:Arachnida	EOG8V19M0	ISCW010973-PA	6945:00237e	Ixodes scapularis	Transporter
6854:Arachnida	EOG8V19M0	ISCW016408-PA	6945:0034e0	Ixodes scapularis	Transporter
6854:Arachnida	EOG8V19M0	ISCW017889-PA	6945:003968	Ixodes scapularis	Transporter
6854:Arachnida	EOG8V19M1	tetur14g00400.1	32264:002ad7	Tetranychus urticae	
6854:Arachnida	EOG8V19M1	tetur14g00450.1	32264:002adc	Tetranychus urticae	
6854:Arachnida	EOG8V19M1	tetur70g00040.1	32264:0046ce	Tetranychus urticae	
6854:Arachnida	EOG8V19M1	1145099.p	34638:000822	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19M1	CUFF.982.1_Ste	407821:0050e4	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19M1	CUFF.57252.1_Ste	407821:0053c1	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19M1	ISCW010864-PA	6945:002324	Ixodes scapularis	
6854:Arachnida	EOG8V19M2	tetur11g01440.1	32264:002503	Tetranychus urticae	
6854:Arachnida	EOG8V19M2	1154914.p	34638:00398d	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19M2	CUFF.36335.1_Ste	407821:0019d1	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19M3	tetur02g03150.1	32264:000782	Tetranychus urticae	
6854:Arachnida	EOG8V19M3	tetur27g00800.1	32264:003c0d	Tetranychus urticae	
6854:Arachnida	EOG8V19M3	1149873.p	34638:001f36	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19M3	CUFF.22229.1_Ste	407821:003d40	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19M3	ISCW003709-PA	6945:000bed	Ixodes scapularis	
6854:Arachnida	EOG8V19M4	tetur15g02840.1	32264:002d6a	Tetranychus urticae	
6854:Arachnida	EOG8V19M4	tetur15g02890.1	32264:002d6f	Tetranychus urticae	
6854:Arachnida	EOG8V19M4	1158206.p	34638:0044e5	Metaseiulus occidentalis	
6854:Arachnida	EOG8V19M4	CUFF.18288.1_Ste	407821:0045cd	Stegodyphus mimosarum	
6854:Arachnida	EOG8V19M4	ISCW007304-PA	6945:001788	Ixodes scapularis	
6854:Arachnida	EOG8V19M5	tetur01g04330.1	32264:0001a0	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur02g11760.1	32264:000ab8	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur03g04540.1	32264:000dbd	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur04g02510.1	32264:0010ad	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur06g06030.1	32264:001919	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur09g05450.1	32264:00219a	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur108g00020.1	32264:00222e	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur161g00010.1	32264:002dec	Tetranychus urticae	
6854:Arachnida	EOG8V19M5	tetur20g00500.1	32264:003424	Tetranychus urticae	
